来源,所属区域,文章标题,发布日期,详情链接,抓取日期
BalkanGreenEnergyNews,南欧,"EPCG, Masdar establishing renewables joint venture in Montenegro",2026-04-24,https://balkangreenenergynews.com/epcg-masdar-establishing-renewables-joint-venture-in-montenegro/,2026-04-24
Electrive,全球/其他,ABB Introduces Decentralised Charging System M-Series,2026-04-24,https://www.electrive.com/2026/04/24/abb-introduces-decentralised-charging-system-m-series/,2026-04-27
PowerTechnology,大洋洲,GenusPlus wins $78m contract for KLG project in Australia,2026-04-24,https://www.power-technology.com/news/genusplus-78m-contract-klg-project/,2026-04-27
PowerTechnology,全球/其他,Wärtsilä wins 790MW off-grid power order for Texas data centre,2026-04-24,https://www.power-technology.com/news/wartsila-wins-off-grid-power-order/,2026-04-27
PowerTechnology,全球/其他,ONYX Insight unveils ecoBLADE to drive down wind farm O&M costs,2026-04-24,https://www.power-technology.com/news/onyx-insight-unveils-ecoblade-to-drive-down-wind-farm-om-costs/,2026-04-27
PowerTechnology,全球/其他,"IQIP, EnBW and Vattenfall to deploy EQ-Piling at Dreekant project",2026-04-24,https://www.power-technology.com/news/iqip-eq-piling-dreekant/,2026-04-27
PowerTechnology,全球/其他,Ontario approves 230kV Red Lake transmission expansion,2026-04-24,https://www.power-technology.com/news/ontario-approves-red-lake-transmission-expansion/,2026-04-27
EnergyStorageNews,北非及中东,Saudi Arabia begins qualifying bidders for 3GW/12GWh battery storage RFP,2026-04-24,https://www.energy-storage.news/saudi-arabia-begins-qualifying-bidders-for-3gw-12gwh-battery-storage-rfp/,2026-04-27
EnergyStorageNews,全球/其他,Plus Power signs ESA for 800MWh Alabama BESS,2026-04-24,https://www.energy-storage.news/plus-power-signs-esa-for-800mwh-alabama-bess/,2026-04-27
EnergyStorageNews,全球/其他,VIDEO – Energy Storage Summit 2026: How European energy price volatility is driving the business case for storage,2026-04-24,https://www.energy-storage.news/video-energy-storage-summit-2026-how-european-energy-price-volatility-is-driving-the-business-case-for-storage/,2026-04-27
EnergyStorageNews,全球/其他,"ROUNDUP: IPPs BrightNight, Lydian acquire US portfolios, ILOS Projects upsizes European credit facility",2026-04-24,https://www.energy-storage.news/roundup-ipps-brightnight-lydian-acquire-us-portfolios-ilos-projects-upsizes-european-credit-facility/,2026-04-27
EnergyStorageNews,西欧,"VIDEO – Energy Storage Summit 2026: How much LDES does the UK need, and at what price?",2026-04-24,https://www.energy-storage.news/video-energy-storage-summit-2026-how-much-ldes-does-the-uk-need-and-at-what-price/,2026-04-27
EnergyStorageNews,东亚,China’s energy storage battery exports hit 27.3GWh in Q1 2026,2026-04-24,https://www.energy-storage.news/chinas-cumulative-ess-battery-exports-hit-27-3gwh-in-q1-2026/,2026-04-27
EnergyStorageNews,大洋洲,Grid-forming inverters feature in 74% of Australia’s 33.2GW NEM battery storage pipeline,2026-04-24,https://www.energy-storage.news/grid-forming-inverters-feature-in-74-of-australias-33-2gw-nem-battery-storage-pipeline/,2026-04-27
PVMagazine,全球/其他,‘Breaking barriers is rarely a solo effort’,2026-04-24,https://www.pv-magazine.com/2026/04/24/breaking-barriers-is-rarely-a-solo-effort/,2026-04-27
PVMagazine,全球/其他,AccelerateEU backs 200 GW storage goal but omits dedicated mechanism,2026-04-24,https://www.pv-magazine.com/2026/04/24/accelerateeu-backs-200-gw-storage-goal-but-omits-dedicated-mechanism/,2026-04-27
PVMagazine,北非及中东,Israeli storage developer moves into solar EPC with majority stake deal,2026-04-24,https://www.pv-magazine.com/2026/04/24/israeli-storage-developer-moves-into-solar-epc-with-majority-stake-deal/,2026-04-27
PVMagazine,拉丁美洲,The Hydrogen Stream: Atome builds $665 million green hydrogen-based fertilizer plant in Paraguay,2026-04-24,https://www.pv-magazine.com/2026/04/24/the-hydrogen-stream-atome-builds-665-million-green-hydrogen-based-fertilizer-plant-in-paraguay/,2026-04-27
PVMagazine,全球/其他,Dutch government grants priority status to planned polysilicon factory,2026-04-24,https://www.pv-magazine.com/2026/04/24/dutch-government-grants-priority-status-to-planned-polysilicon-factory/,2026-04-27
PVMagazine,西欧,UK solar developer secures $1.1 billion financing package,2026-04-24,https://www.pv-magazine.com/2026/04/24/uk-solar-developer-secures-1-1-billion-financing-package/,2026-04-27
PVMagazine,西欧,UK solar generation hits record 15 GW as gas falls to historic low,2026-04-24,https://www.pv-magazine.com/2026/04/24/uk-solar-generation-hits-record-15-gw-as-gas-falls-to-historic-low/,2026-04-27
PVMagazine,全球/其他,Developing El Niño points to stronger solar conditions across Australasia and South Asia,2026-04-24,https://www.pv-magazine.com/2026/04/24/developing-el-nino-points-to-stronger-solar-conditions-across-australasia-and-south-asia/,2026-04-27
PVMagazine,拉丁美洲,Colombia reopens long-term energy contracting with new renewables auction,2026-04-24,https://www.pv-magazine.com/2026/04/24/colombia-reopens-long-term-energy-contracting-with-new-renewables-auction/,2026-04-27
PVMagazine,西欧,France streamlines renewables environmental permitting with new provisions,2026-04-24,https://www.pv-magazine.com/2026/04/24/france-streamlines-renewables-environmental-permitting-with-new-provisions/,2026-04-27
