来源,所属区域,文章标题,发布日期,详情链接,抓取日期
RenewEconomy,全球/其他,"Two more offshore wind projects cave before Trump, and get refunds they will invest in oil and gas",2026-04-29,https://reneweconomy.com.au/two-more-offshore-wind-projects-cave-before-trump-and-get-refunds-they-will-invest-in-oil-and-gas/?utm_source=rss&utm_medium=rss&utm_campaign=two-more-offshore-wind-projects-cave-before-trump-and-get-refunds-they-will-invest-in-oil-and-gas,2026-04-29
RenewEconomy,全球/其他,World’s biggest battery maker signs landmark deal for sodium-ion battery supply,2026-04-29,https://reneweconomy.com.au/worlds-biggest-battery-maker-signs-landmark-deal-for-sodium-ion-battery-supply/?utm_source=rss&utm_medium=rss&utm_campaign=worlds-biggest-battery-maker-signs-landmark-deal-for-sodium-ion-battery-supply,2026-04-29
Electrive,全球/其他,Oslo implements new AC charging pricing model,2026-04-29,https://www.electrive.com/2026/04/29/ac-charging-oslo-implements-changes-to-its-pricing-model/,2026-04-30
Electrive,全球/其他,Walmart invests in ABB high-power chargers,2026-04-29,https://www.electrive.com/2026/04/29/walmart-invests-in-abb-high-power-chargers/,2026-04-30
PowerTechnology,全球/其他,Final turbine installed at Ocean Winds’ EMYN offshore wind farm,2026-04-29,https://www.power-technology.com/news/final-turbine-installed-emyn-offshore-wind-farm/,2026-04-30
PowerTechnology,北欧,"European Energy, Mars sign PPA for Lithuanian wind project",2026-04-29,https://www.power-technology.com/news/european-energy-mars-sign-ppa/,2026-04-30
PowerTechnology,全球/其他,Construction starts on US’ first utility-scale advanced NPP,2026-04-29,https://www.power-technology.com/news/construction-starts-on-us-first-utility-scale-advanced-npp/,2026-04-30
PowerTechnology,全球/其他,UGI to sell Electric Division to Argo Infrastructure Partners for $470m,2026-04-29,https://www.power-technology.com/news/ugi-to-sell-electric-division/,2026-04-30
PowerTechnology,全球/其他,EDF and BW ESS begin phase one of Hams Hall BESS project,2026-04-29,https://www.power-technology.com/news/edf-bw-ess-phase-one-hams-hall-bess/,2026-04-30
EnergyStorageNews,拉丁美洲,Sonnedix signs three PPAs for 644MWh Chile BESS,2026-04-29,https://www.energy-storage.news/sonnedix-signs-three-ppas-for-644mwh-chile-bess/,2026-04-30
EnergyStorageNews,跨区域,EBRD finances solar and storage projects in Egypt and Hungary,2026-04-29,https://www.energy-storage.news/ebrd-finances-solar-and-storage-projects-in-egypt-and-hungary/,2026-04-30
EnergyStorageNews,大洋洲,"New Zealand faces energy security gap by 2031 despite record project pipeline, Transpower warns",2026-04-29,https://www.energy-storage.news/new-zealand-faces-energy-security-gap-by-2031-despite-record-project-pipeline-transpower-warns/,2026-04-30
EnergyStorageNews,大洋洲,Western Australia unveils AU$1.4 billion fund for Clean Energy Link and SWIS grid expansion,2026-04-29,https://www.energy-storage.news/western-australia-unveils-au1-4-billion-fund-for-clean-energy-link-and-swis-grid-expansion/,2026-04-30
PVMagazine,南欧,New partnership advances sodium-ion manufacturing in Spain,2026-04-29,https://www.pv-magazine.com/2026/04/29/new-partnership-advances-sodium-ion-manufacturing-in-spain/,2026-04-30
PVMagazine,全球/其他,Resisting rust in solar,2026-04-29,https://www.pv-magazine.com/2026/04/29/resisting-rust-in-solar/,2026-04-30
PVMagazine,全球/其他,RCT Hydrogen begins manufacturing operations at German electrolyzer factory,2026-04-29,https://www.pv-magazine.com/2026/04/29/rct-hydrogen-begins-manufacturing-operations-at-german-electrolyzer-factory/,2026-04-30
PVMagazine,南欧,Rosi to build PV module recycling plant in Spain,2026-04-29,https://www.pv-magazine.com/2026/04/29/rosi-to-build-pv-module-recycling-plant-in-spain/,2026-04-30
PVMagazine,东亚,South Korea plans 3 GW of reservoir floating solar by 2030,2026-04-29,https://www.pv-magazine.com/2026/04/29/south-korea-plans-3-gw-of-reservoir-floating-solar-by-2030/,2026-04-30
