来源,所属区域,文章标题,发布日期,详情链接,抓取日期
GNews_StrategicEnergy,跨区域,"India, UAE Ink Energy Pact to Secure Supply Routes Beyond Chokepoints - Whalesbook",2026-05-13,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNZUx6ak1aeGJWeWp6MkFidDc3ZzM5Yi0ySE10UTJTMmExLS1PanpTdXdaRDhHN3dtZFc5QUd1bm10NjlBblhENFphU3hyTW5YX25panRSU3R0X21MVExwUjVvdFNBTDI3NVJ2anBGYTNwQ0hPcVNBR2JpSUFnVHBrd1F6aGFlQjc3Y3dIVDliYlBxV05neW1iazVENXlQOWJ5S3Ztb0g4Q05DVkxjamd4dm1abXZ4WFNObm9USmlQRVMtNzlvWktFOWNRdXFpRVhOeGo5YV9lbDc4ZzJablpEcDltd0Q4czQ?oc=5,2026-05-13
RenewEconomy,全球/其他,"Solar farms can help to regenerate land while generating energy, new study finds",2026-05-13,https://reneweconomy.com.au/solar-farms-can-help-to-regenerate-land-while-generating-energy-new-study-finds/?utm_source=rss&utm_medium=rss&utm_campaign=solar-farms-can-help-to-regenerate-land-while-generating-energy-new-study-finds,2026-05-13
Electrive,全球/其他,Fastned launches another bond issue,2026-05-13,https://www.electrive.com/2026/05/13/fastned-launches-another-bond-issue/,2026-05-14
Electrive,全球/其他,Blink Charging joins forces with Emobi on electric car charging,2026-05-13,https://www.electrive.com/2026/05/13/blink-charging-joins-forces-with-emobi-on-electric-car-charging/,2026-05-14
Electrive,南亚,"India approves nearly 4,900 EV chargers under PM E-Drive scheme",2026-05-13,https://www.electrive.com/2026/05/13/india-approves-nearly-4900-ev-chargers-under-pm-e-drive-scheme/,2026-05-14
PowerTechnology,拉丁美洲,Wärtsilä and Origem collaborate on 371MW power projects in Brazil,2026-05-13,https://www.power-technology.com/news/wartsila-origem-371mw-power-projects-brazil/,2026-05-14
PowerTechnology,全球/其他,Studsvik acquires SMR developer Kärnfull Next,2026-05-13,https://www.power-technology.com/news/studsvik-acquires-smr-developer-karnfull-next/,2026-05-14
PowerTechnology,全球/其他,"JinkoSolar, Masdar sign 2GW PV module supply agreement for RTC project",2026-05-13,https://www.power-technology.com/news/jinkosolar-masdar-sign-pv-agreement/,2026-05-14
PowerTechnology,全球/其他,"GE Vernova, ENKA launch 852MW Kırklareli plant in Türkiye",2026-05-13,https://www.power-technology.com/news/ge-vernova-enka-852mw-kirklareli-plant/,2026-05-14
PowerTechnology,全球/其他,Ofgem advances early funding for transmission projects,2026-05-13,https://www.power-technology.com/news/ofgem-funding-transmission-projects/,2026-05-14
EnergyStorageNews,拉丁美洲,"US ROUNDUP: BESS project updates from Spearmint, Polaris, and Clearway in Texas, Puerto Rico and Utah",2026-05-13,https://www.energy-storage.news/us-roundup-bess-project-updates-from-spearmint-polaris-and-clearway-in-texas-puerto-rico-and-utah/,2026-05-14
EnergyStorageNews,全球/其他,IRENA: Renewables with storage cost-competitive with fossil fuels for round-the-clock power,2026-05-13,https://www.energy-storage.news/irena-renewables-with-storage-cost-competitive-with-fossil-fuels-for-round-the-clock-power/,2026-05-14
EnergyStorageNews,非洲南部,South Africa’s Eskom enlists Energy Vault for gravity energy storage technology,2026-05-13,https://www.energy-storage.news/south-africa-eskom-enlists-energy-vault-gravity-energy-storage-technology/,2026-05-14
EnergyStorageNews,东亚,Japan’s Softbank launches ‘end-to-end’ non-lithium battery cell and BESS manufacturing business,2026-05-13,https://www.energy-storage.news/japans-softbank-launches-end-to-end-non-lithium-battery-cell-and-bess-manufacturing-business/,2026-05-14
EnergyStorageNews,大洋洲,Western Australia’s battery storage supplies record 37.2% of peak demand,2026-05-13,https://www.energy-storage.news/western-australias-battery-storage-supplies-record-37-2-of-peak-demand/,2026-05-14
PVMagazine,全球/其他,Rooftop heat pump tech with metal-organic framework dehumidification tested by Amazon,2026-05-13,https://www.pv-magazine.com/2026/05/13/rooftop-heat-pump-tech-with-metal-organic-framework-dehumidification-tested-by-amazon/,2026-05-14
PVMagazine,非洲南部,ARTsolar challenges local content compliance in South African solar tenders,2026-05-13,https://www.pv-magazine.com/2026/05/13/artsolar-challenges-local-content-compliance-in-south-african-solar-tenders/,2026-05-14
PVMagazine,全球/其他,Growatt launches C&I storage system with 95% depth of discharge,2026-05-13,https://www.pv-magazine.com/2026/05/13/growatt-launches-ci-storage-system-with-95-depth-of-discharge/,2026-05-14
PVMagazine,东亚,Large-scale PV could intensify water stress in China’s Tarim Basin,2026-05-13,https://www.pv-magazine.com/2026/05/13/large-scale-pv-could-intensify-water-stress-in-chinas-tarim-basin/,2026-05-14
PVMagazine,非洲南部,South Africa’s Eskom resorts to grid-scale gravity energy storage,2026-05-13,https://www.pv-magazine.com/2026/05/13/south-africas-eskom-resorts-to-grid-scale-gravity-energy-storage/,2026-05-14
PVMagazine,全球/其他,Solar capture factors fall across europe as negative price hours surge in key markets,2026-05-13,https://www.pv-magazine.com/2026/05/13/solar-capture-factors-fall-across-europe-as-negative-price-hours-surge-in-key-markets/,2026-05-14
PVMagazine,全球/其他,Continuous-wave infrared laser technology enables damage-free backsheet removal in end-of-life solar modules,2026-05-13,https://www.pv-magazine.com/2026/05/13/continuous-wave-infrared-laser-technology-enables-damage-free-backsheet-removal-in-end-of-life-solar-modules/,2026-05-14
PVMagazine,拉丁美洲,Solar Impulse 2 crashes in Gulf of Mexico during unmanned test flight,2026-05-13,https://www.pv-magazine.com/2026/05/13/solar-impulse-2-crashes-in-gulf-of-mexico-during-unmanned-test-flight/,2026-05-14
PVMagazine,全球/其他,Anker Solix launches modular 5 kWh battery for residential PV,2026-05-13,https://www.pv-magazine.com/2026/05/13/anker-solix-launches-modular-5-kwh-battery-for-residential-pv/,2026-05-14
PVMagazine,全球/其他,Alsym and Juniper to deploy 500 MWh of sodium-ion battery storage,2026-05-13,https://www.pv-magazine.com/2026/05/13/sodium-ion-batteries-alsym-and-juniper-to-deploy-500-mwh-of-sodium-ion-battery-storage/,2026-05-14
PVMagazine,全球/其他,"U.S. Solar developer seeks connection to wrong powerline, delays project five years",2026-05-13,https://www.pv-magazine.com/2026/05/13/u-s-solar-developer-seeks-connection-to-wrong-powerline-delays-project-five-years/,2026-05-14
PVMagazine,东亚,South Korea’s first agrivoltaics law leaves half of farmland off-limits,2026-05-13,https://www.pv-magazine.com/2026/05/13/south-koreas-first-agrivoltaics-law-leaves-half-of-farmland-off-limits/,2026-05-14
PVTech,全球/其他,"T1 Energy registers record quarterly net income, produces 683MW solar modules in Q1",2026-05-13,https://www.pv-tech.org/t1-energy-registers-record-quarterly-net-income-produces-683mw-solar-modules-in-q1/,2026-05-14
PVTech,全球/其他,RWE expands Illinois footprint with 273MW solar project,2026-05-13,https://www.pv-tech.org/rwe-expands-illinois-footprint-with-273mw-solar-project/,2026-05-14
PVTech,全球/其他,J&V Energy acquires 187MW solar portfolio from BlackRock subsidiary,2026-05-13,https://www.pv-tech.org/jv-energy-acquires-187mw-solar-portfolio-from-blackrock-subsidiary/,2026-05-14
PVTech,全球/其他,Meta inks 850MW US solar and storage PPAs with DESRI,2026-05-13,https://www.pv-tech.org/meta-inks-850mw-us-solar-and-storage-ppas-with-desri/,2026-05-14
PVTech,东非,US manufacturers files AD/CVD case against Toyo Solar and Origin Solar in Ethiopia,2026-05-13,https://www.pv-tech.org/us-manufacturers-files-ad-cvd-case-against-toyo-solar-and-origin-solar-in-ethiopia/,2026-05-14
PVTech,全球/其他,"Hailstorms, stow methods and fire lead US solar project risks in 2026 Solar Risk Assessment",2026-05-13,https://www.pv-tech.org/hailstorms-stow-methods-fire-lead-us-solar-project-risks-2026-solar-risk-assessment/,2026-05-14
PVTech,全球/其他,"SMA Solar reports Q1 loss, fine-tunes 2026 guidance",2026-05-13,https://www.pv-tech.org/sma-solar-reports-q1-loss-fine-tunes-2026-guidance/,2026-05-14
PVTech,全球/其他,Nextpower to acquire Zigor and Apex Power inverter assets in US$80.5 million deal,2026-05-13,https://www.pv-tech.org/nextpower-to-acquire-zigor-and-apex-power-inverter-assets-in-us80-5-million-deal/,2026-05-14
PVTech,大洋洲,European Energy to begin module rollout at 100MW Winton North solar plant in Australia,2026-05-13,https://www.pv-tech.org/european-energy-to-begin-module-rollout-at-100mw-winton-north-solar-plant-in-australia/,2026-05-14
PVTech,大洋洲,"Australia to claw back AU$1.3 billion from solar, battery and hydrogen initiatives in 2026-27 Budget",2026-05-13,https://www.pv-tech.org/australia-to-claw-back-au1-3-billion-from-solar-battery-and-hydrogen-initiatives-in-2026-27-budget/,2026-05-14
