来源,所属区域,文章标题,发布日期,详情链接,抓取日期
Electrive,全球/其他,What Tesla’s Supercharger costs for business customers,2026-04-10,https://www.electrive.com/2026/04/10/what-teslas-supercharger-costs-for-business-customers/,2026-04-11
Electrive,北欧,DHL Express Norway adopts Spirii charging platform,2026-04-10,https://www.electrive.com/2026/04/10/dhl-express-norway-adopts-spirii-charging-platform/,2026-04-11
PowerTechnology,拉丁美洲,Iberdrola to secure 98% stake in Brazilian arm Neoenergia,2026-04-10,https://www.power-technology.com/news/iberdrola-to-secure-stake-neoenergia/,2026-04-11
PowerTechnology,全球/其他,Galp to acquire 351MW Spanish onshore wind portfolio,2026-04-10,https://www.power-technology.com/news/galp-to-acquire-onshore-wind/,2026-04-11
PowerTechnology,全球/其他,RWE installs CO2-reduced steel tower and recyclable blades at Thor,2026-04-10,https://www.power-technology.com/news/rwe-installs-co2-reduced-tower/,2026-04-11
PowerTechnology,东亚,Energy Vault to acquire 850MW BESS portfolio in Japan,2026-04-10,https://www.power-technology.com/news/energy-vault-to-acquire-850mw-bess-japan/,2026-04-11
EnergyStorageNews,全球/其他,Minnesota regulator approves Xcel’s controversial utility-owned virtual power plant,2026-04-10,https://www.energy-storage.news/minnesota-regulator-approves-xcels-controversial-utility-owned-virtual-power-plant/,2026-04-11
EnergyStorageNews,全球/其他,"American Battery Factory, Lion Energy form partnership for US-made LFP BESS equipment",2026-04-10,https://www.energy-storage.news/american-battery-factory-lion-energy-form-partnership-for-us-made-lfp-bess-equipment/,2026-04-11
EnergyStorageNews,西欧,TenneT signs contract with developer for ‘first controllable congestion mitigator’ BESS project in Netherlands,2026-04-10,https://www.energy-storage.news/tennet-signs-contract-with-developer-for-first-controllable-congestion-mitigator-bess-project-in-netherlands/,2026-04-11
EnergyStorageNews,大洋洲,Australia: Battery storage cushions AU$1 billion fuel shock as Climate Council demands May budget action,2026-04-10,https://www.energy-storage.news/australia-battery-storage-cushions-au1-billion-fuel-shock-as-climate-council-demands-may-budget-action/,2026-04-11
