来源,所属区域,文章标题,发布日期,详情链接,抓取日期
SolarQuarter,大洋洲,"South Australia Opens 11,000 Sq Km Land For Large-Scale Renewable Energy Investment",2026-04-08,https://solarquarter.com/2026/04/08/south-australia-opens-11000-sq-km-land-for-large-scale-renewable-energy-investment/,2026-04-09
SolarQuarter,全球/其他,"DEE Development Engineers Limited Ends FY26 With ₹1,940.07 Cr Order Book, ₹155.70 Cr March Inflows, And Strong L1 Pipeline Of ₹209 Cr",2026-04-08,https://solarquarter.com/2026/04/08/dee-development-engineers-limited-ends-fy26-with-%e2%82%b91940-07-cr-order-book-%e2%82%b9155-70-cr-march-inflows-and-strong-l1-pipeline-of-%e2%82%b9209-cr/,2026-04-09
SolarQuarter,大洋洲,Aggreko And Harmony Gold Partner To Build Australia’s Largest Off-Grid Renewable Hybrid Power Facility,2026-04-08,https://solarquarter.com/2026/04/08/aggreko-and-harmony-gold-partner-to-build-australias-largest-off-grid-renewable-hybrid-power-facility/,2026-04-09
SolarQuarter,东南亚,Garuda Yamato Steel Commissions 6.5 MWp Solar Plant To Accelerate Green Steel Transition In Indonesia,2026-04-08,https://solarquarter.com/2026/04/08/garuda-yamato-steel-commissions-6-5-mwp-solar-plant-to-accelerate-green-steel-transition-in-indonesia/,2026-04-09
SolarQuarter,全球/其他,"Ecopetrol Approves Merger With Subsidiary Portón del Sol SAS, Absorbing 128 MW Solar Park To Strengthen Renewable Energy Portfolio And Energy Transition Strategy",2026-04-08,https://solarquarter.com/2026/04/08/ecopetrol-approves-merger-with-subsidiary-porton-del-sol-sas-absorbing-128-mw-solar-park-to-strengthen-renewable-energy-portfolio-and-energy-transition-strategy/,2026-04-09
SolarQuarter,北非及中东,Green Stocks Lead Rally As Sensex Jumps 4% On US-Iran Ceasefire,2026-04-08,https://solarquarter.com/2026/04/08/green-stocks-lead-rally-as-sensex-jumps-4-on-us-iran-ceasefire/,2026-04-09
SolarQuarter,大洋洲,"Flow Power Signs Foundational Offtake Agreement With Octopus Australia For $900M Blind Creek Solar Farm And 243 MW/486 MWh Battery In NSW, Powering 120,000 Homes",2026-04-08,https://solarquarter.com/2026/04/08/flow-power-signs-foundational-offtake-agreement-with-octopus-australia-for-900m-blind-creek-solar-farm-and-243-mw-486-mwh-battery-in-nsw-powering-120000-homes/,2026-04-09
SolarQuarter,全球/其他,"Luminous Power Technologies Expands Odisha Investments in Solar and Energy Storage, Showcases Solutions in Khordha",2026-04-08,https://solarquarter.com/2026/04/08/luminous-power-technologies-expands-odisha-investments-in-solar-and-energy-storage-showcases-solutions-in-khordha/,2026-04-09
SolarQuarter,非洲南部,National Energy Regulator Of South Africa Initiates Public Process To Redetermine City Power Tariffs After Court Ruling,2026-04-08,https://solarquarter.com/2026/04/08/national-energy-regulator-of-south-africa-initiates-public-process-to-redetermine-city-power-tariffs-after-court-ruling/,2026-04-09
SolarQuarter,北非及中东,"PowerBank’s 7.1 MW Jordan Rd 2 Community Solar Project In Skaneateles Falls, NY, Approved For $2.7M In NY-Sun Incentives, Powers 895 Homes Annually",2026-04-08,https://solarquarter.com/2026/04/08/powerbanks-7-1-mw-jordan-rd-2-community-solar-project-in-skaneateles-falls-ny-approved-for-2-7m-in-ny-sun-incentives-powers-895-homes-annually/,2026-04-09
SolarQuarter,非洲南部,South Africa Eyes Battery Gigafactories to Power Green Energy Growth,2026-04-08,https://solarquarter.com/2026/04/08/south-africa-eyes-battery-gigafactories-to-power-green-energy-growth/,2026-04-09
SolarQuarter,全球/其他,Youdera Group Secures Strategic Investment From Amundi To Deploy €150 Million In Distributed Energy Infrastructure Across Europe For Commercial And Industrial Customers,2026-04-08,https://solarquarter.com/2026/04/08/youdera-group-secures-strategic-investment-from-amundi-to-deploy-e150-million-in-distributed-energy-infrastructure-across-europe-for-commercial-and-industrial-customers/,2026-04-09
SolarQuarter,非洲南部,"ECA SA Warns Against Unqualified Solar Installations, Urges Strict Safety Compliance In South Africa",2026-04-08,https://solarquarter.com/2026/04/08/eca-sa-warns-against-unqualified-solar-installations-urges-strict-safety-compliance-in-south-africa/,2026-04-09
SolarQuarter,全球/其他,"EnBW Commissions 6.22 MWp Solar Park With 6.1 MWh Battery Storage In Öhringen, Featuring 10,000 VSun Modules, Producing 7 Million kWh Annually For 2,500 Households",2026-04-08,https://solarquarter.com/2026/04/08/enbw-commissions-6-22-mwp-solar-park-with-6-1-mwh-battery-storage-in-ohringen-featuring-10000-vsun-modules-producing-7-million-kwh-annually-for-2500-households/,2026-04-09
SolarQuarter,全球/其他,KERC Proposes Fee Amendment 2026 To Streamline Transmission Bidding And Tariff Adoption In Karnataka,2026-04-08,https://solarquarter.com/2026/04/08/kerc-proposes-fee-amendment-2026-to-streamline-transmission-bidding-and-tariff-adoption-in-karnataka/,2026-04-09
SolarQuarter,全球/其他,"Heelstone Renewable Energy, Part Of Qualitas Energy, Secures Funding And Starts Building Two U.S. Solar PV Projects For Hyperscale Data Center Client",2026-04-08,https://solarquarter.com/2026/04/08/heelstone-renewable-energy-part-of-qualitas-energy-secures-funding-and-starts-building-two-u-s-solar-pv-projects-for-hyperscale-data-center-client/,2026-04-09
