来源,所属区域,文章标题,发布日期,详情链接,抓取日期
RenewEconomy,全球/其他,Mining giant signs 30-year off-take deal to underpin Indigenous-led Pilbara solar and battery project,2026-05-11,https://reneweconomy.com.au/mining-giant-signs-30-year-off-take-deal-to-underpin-indigenous-led-pilbara-solar-and-battery-project/?utm_source=rss&utm_medium=rss&utm_campaign=mining-giant-signs-30-year-off-take-deal-to-underpin-indigenous-led-pilbara-solar-and-battery-project,2026-05-11
RenewEconomy,东亚,China completes installation of world’s largest single-rotor floating wind turbine,2026-05-11,https://reneweconomy.com.au/china-completes-installation-of-worlds-largest-single-rotor-floating-wind-turbine/?utm_source=rss&utm_medium=rss&utm_campaign=china-completes-installation-of-worlds-largest-single-rotor-floating-wind-turbine,2026-05-11
Electrive,全球/其他,Source taps Siemens and Evolt for EV charger maintenance,2026-05-11,https://www.electrive.com/2026/05/11/source-taps-siemens-and-evolt-for-ev-charger-maintenance/,2026-05-12
Electrive,全球/其他,E.ON moves to acquire OVO,2026-05-11,https://www.electrive.com/2026/05/11/e-on-moves-to-acquire-ovo/,2026-05-12
Electrive,全球/其他,"Car rental company Car Inc Orders up to 100,000 BYD vehicles",2026-05-11,https://www.electrive.com/2026/05/11/car-rental-company-car-inc-orders-up-to-100000-byd-vehicles/,2026-05-12
PowerTechnology,全球/其他,YEC inks PPA with Rio Tinto for Jinbi Solar Project,2026-05-11,https://www.power-technology.com/news/yec-ppa-rio-tinto-jinbi-solar-project/,2026-05-12
PowerTechnology,全球/其他,GE Vernova announces Maraen Port of Nigg for Dogger Bank B and C phases,2026-05-11,https://www.power-technology.com/news/maraen-port-of-nigg-dogger-bank/,2026-05-12
PowerTechnology,全球/其他,FH Capital to buy 75.1% stake in JinkoSolar US subsidiary,2026-05-11,https://www.power-technology.com/news/fh-capital-buy-stake-jinkosolar-us/,2026-05-12
PowerTechnology,全球/其他,What is ‘Premium Content’ on Power Technology?,2026-05-11,https://www.power-technology.com/news/what-is-premium-content-on-power-technology-2/,2026-05-12
PowerTechnology,拉丁美洲,Neoenergia plans $10bn investment in Brazil by 2030,2026-05-11,https://www.power-technology.com/news/neoenergia-plans-10bn-investment-in-brazil/,2026-05-12
EnergyStorageNews,全球/其他,"AESC, Jinko’s asset sales are start of wider US clean energy manufacturing industry restructuring",2026-05-11,https://www.energy-storage.news/aesc-jinkos-asset-sales-are-start-of-wider-us-clean-energy-manufacturing-industry-restructuring/,2026-05-12
EnergyStorageNews,全球/其他,"Energy Vault reaffirms 2026 guidance, sets sights on AI infrastructure PPA deals",2026-05-11,https://www.energy-storage.news/energy-vault-reaffirms-2026-guidance-sets-sights-on-ai-infrastructure-ppa-deals/,2026-05-12
EnergyStorageNews,全球/其他,Qcells partners Jabil in US for domestic content residential battery storage manufacturing,2026-05-11,https://www.energy-storage.news/qcells-partners-jabil-in-us-for-domestic-content-residential-battery-storage-manufacturing/,2026-05-12
EnergyStorageNews,全球/其他,"Fluence doubles order intake, expects to book first big data centre deal this quarter",2026-05-11,https://www.energy-storage.news/fluence-doubles-order-intake-expects-to-book-first-big-data-centre-deal-this-quarter/,2026-05-12
EnergyStorageNews,大洋洲,"Alternate Path secures EPBC Act approval for 2,000MWh BESS in Victoria, Australia",2026-05-11,https://www.energy-storage.news/alternate-path-secures-epbc-act-approval-for-2000mwh-bess-in-victoria-australia/,2026-05-12
PVMagazine,全球/其他,Drax deploying solar panels at Scottish hydropower stations,2026-05-11,https://www.pv-magazine.com/2026/05/11/drax-deploying-solar-panels-at-scottish-hydropower-stations/,2026-05-12
PVMagazine,全球/其他,"Ferroli launches monobloc propane air-to-water heat pumps for residential, commercial use",2026-05-11,https://www.pv-magazine.com/2026/05/11/ferroli-launches-monobloc-propane-air-to-water-heat-pumps-for-residential-commercial-use/,2026-05-12
PVMagazine,西欧,Ireland urged to create national clearing house to streamline solar projects,2026-05-11,https://www.pv-magazine.com/2026/05/11/ireland-urged-to-create-national-clearing-house-to-streamline-solar-projects/,2026-05-12
PVMagazine,全球/其他,Hybrid tidal-photovoltaic system for modular renewables deployment in estuarine channels,2026-05-11,https://www.pv-magazine.com/2026/05/11/hybrid-tidal-photovoltaic-system-for-modular-renewables-deployment-in-estuarine-channels/,2026-05-12
PVMagazine,全球/其他,Adani adds 150 MW solar capacity to Khavda 30 GW renewable energy park,2026-05-11,https://www.pv-magazine.com/2026/05/11/adani-adds-150-mw-solar-capacity-to-khavda-30-gw-renewable-energy-park/,2026-05-12
PVMagazine,西非,Assessment of Nigeria’s agrivoltaic potential identifies northern states as optimal areas,2026-05-11,https://www.pv-magazine.com/2026/05/11/assessment-of-nigerias-agrivoltaic-potential-identifies-northern-states-as-optimal-areas/,2026-05-12
PVMagazine,全球/其他,BloombergNEF confirms energy storage has reached the 100 GW era,2026-05-11,https://www.pv-magazine.com/2026/05/11/bloombergnef-confirms-energy-storage-has-reached-the-100-gw-era/,2026-05-12
PVMagazine,拉丁美洲,Solar tech theft on the rise in Chile,2026-05-11,https://www.pv-magazine.com/2026/05/11/solar-tech-theft-on-the-rise-in-chile/,2026-05-12
PVMagazine,北非及中东,Floating solar offers Morocco’s dams antidote to evaporation loss,2026-05-11,https://www.pv-magazine.com/2026/05/11/floating-solar-offers-moroccos-dams-antidote-to-evaporation-loss/,2026-05-12
PVMagazine,北非及中东,Egypt installs 800 MW of solar in 2025,2026-05-11,https://www.pv-magazine.com/2026/05/11/egypt-installs-800-mw-of-solar-in-2025/,2026-05-12
PVMagazine,全球/其他,Hybrid latent-sensible storage can improve PVT-driven residential heat pump COP by 72.4%,2026-05-11,https://www.pv-magazine.com/2026/05/11/hybrid-latent-sensible-storage-can-improve-pvt-driven-residential-heat-pump-cop-by-72-4/,2026-05-12
PVMagazine,全球/其他,Chinese researchers achieve world-record efficiency of 27.17% for inverted perovskite solar cell,2026-05-11,https://www.pv-magazine.com/2026/05/11/chinese-researchers-achieve-world-record-efficiency-of-27-17-for-inverted-perovskite-solar-cell/,2026-05-12
