来源,所属区域,文章标题,发布日期,详情链接,抓取日期
Electrive,全球/其他,"Sungrow Expert Christos Tsegkis: “The combination of PV, storage, and charging is highly attractive”",2026-05-09,https://www.electrive.com/2026/05/09/sungrow-expert-christos-tsegkis-the-combination-of-pv-storage-and-charging-is-highly-attractive/,2026-05-11
Electrive,全球/其他,First Bus uses electric bus depots to support the grid,2026-05-09,https://www.electrive.com/2026/05/09/first-bus-uses-electric-bus-depots-to-balance-the-power-grid/,2026-05-11
PVMagazine,全球/其他,"Grid operators may reduce renewables penetration if data center growth continues unchecked, says ENTSO-E",2026-05-09,https://www.pv-magazine.com/2026/05/09/entso-e-data-center-growth-europe-demand-side-flexibility-market-participation-policy-recommendations-grid-operators/,2026-05-11
PVMagazine,全球/其他,Sunwoda completes large-scale fire test for ‘5 MWh Liquid Cooling ESS’,2026-05-09,https://www.pv-magazine.com/2026/05/09/sunwoda-completes-large-scale-fire-test-for-5-mwh-liquid-cooling-ess/,2026-05-11
PVMagazine,拉丁美洲,Argentina sees strong growth in solar distributed generation amid electricity price hikes,2026-05-09,https://www.pv-magazine.com/2026/05/09/argentina-sees-strong-growth-in-solar-distributed-generation-amid-electricity-price-hikes/,2026-05-11
PVMagazine,拉丁美洲,"Solar PV accounted for 29% of electricity generation in Chile in March, with instantaneous peaks reaching 75%",2026-05-09,https://www.pv-magazine.com/2026/05/09/solar-pv-accounted-for-29-of-electricity-generation-in-chile-in-march-with-instantaneous-peaks-reaching-75/,2026-05-11
PVMagazine,南欧,Spain supports 4.2 GW / 8 GWh of pumped-hydro storage with €165 million,2026-05-09,https://www.pv-magazine.com/2026/05/09/spain-supports-4-2-gw-8-gwh-of-pumped-hydro-storage-with-e165-million/,2026-05-11
PVMagazine,全球/其他,U.S. solar panel manufacturers need to learn to solder,2026-05-09,https://www.pv-magazine.com/2026/05/09/u-s-solar-panel-manufacturers-need-to-learn-to-solder/,2026-05-11
PVMagazine,拉丁美洲,"Bolivia presents new law to boost renewables, private investments",2026-05-09,https://www.pv-magazine.com/2026/05/09/bolivia-presents-new-law-to-boost-renewables-private-investments/,2026-05-11
GNews_StrategicEnergy,跨区域,Saudi Arabia strengthens mining and energy partnerships with US and Japan - arabnews.jp,2026-05-09,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5lU1E4RlFZTDFjOHcwNEd1SWtjQkNxRDZDY1ZLSFRObk45VXI1VEt4WjZ4S0Y2NmFkRW4zQlNORWJkZUV3djlGLU0zbzNISXhaZlpuSW1DTEplUXNlSGp2QQ?oc=5,2026-05-11
GNews_StrategicEnergy,跨区域,ONHYM Takes Nigeria-Morocco Gas Pipeline Pitch to Washington - The North Africa Post,2026-05-09,https://news.google.com/rss/articles/CBMioAFBVV95cUxNazJsaEhzQnphLXFGN3RvRXlyV3hqY1VXMGlFVVFlY3VURjFyRFpsMFVKYl8tQlpuWnpMNGZldWFLOWI2d3VjSjNJS25XYUliamNzUkk0RzNoVzdpVkNNRDNhN1dGQ0UzaUdWRUZ2Y0RrUVFscE9hMi11LVFGcy1xWXdQN2phcUdfRGxHbHUtSFp5WEFZMjV0TW52a3g0Q19f?oc=5,2026-05-11
GNews_StrategicEnergy,全球/其他,"‘NNPC-Chinese refinery deal strategic for energy security, economic recovery’ - Daily Trust",2026-05-09,https://news.google.com/rss/articles/CBMinwFBVV95cUxOdzhHYUFlQ1lFdnV2djhtM0FfcU1nSzNwVUhWSXpvMG95Rl9MSy1MRHZQbzNpZHZXalM3czl6endRNWZzSWg2dmI5dFAzeTUxSFdxVHp5TEZBSDJlRk13X3FpWHVWemZVdEFHVmhCMlRXc01TLVlJTXZiZlBHN0piVzJySUNWRk81YWsybTFaZWE4MHFPb1dPY05Tc2wtcEk?oc=5,2026-05-11
GNews_SolarQuarter,全球/其他,"Following Its Microinverter Breakthrough, Hoymiles Showcases Advanced Utility & Energy Storage Portfolio at StorageNext 2026 in New Delhi - SolarQuarter",2026-05-09,https://news.google.com/rss/articles/CBMigAJBVV95cUxOS2RxdkprMFBTZVo5MGZKR0dSS3A0U01wVlhDbC1kbzlWRU5CcnktSWFKc1BGMjcycDVZZDV3THlNT1BoOXNOelltMV9vdTFxTDFnNWh5dUppLURJc0xYamplMHFDUVNiM0FGMXNvUnNhUXRpeXp0bjVia0tHcEs1bG14cFdWZFpxSkVwX1UzeFoxOTFBQ1dZR0I2bkRhSFhnMmo5c01SdU5XRHA1VEV4TUFwMGFaMGlkdmRXOVBqeUFaQUVpd0RfNkFkT2tKOFUwWjljRW5zY0FoLUJVWnJJUnBOaGJQYktmdndDNEd6OHRocnpmNUhETmFweWYtTXlj?oc=5,2026-05-11
