来源,所属区域,文章标题,发布日期,详情链接,抓取日期
Electrive,全球/其他,California fleets order 60 Tesla Semi trucks via Forum Mobility,2026-05-05,https://www.electrive.com/2026/05/05/california-fleets-order-60-tesla-semi-trucks-via-forum-mobility/,2026-05-06
Electrive,全球/其他,Wattif EV acquires further Mer business unit,2026-05-05,https://www.electrive.com/2026/05/05/wattif-ev-acquires-further-mer-business-unit/,2026-05-06
Electrive,全球/其他,DKV Mobility acquires Optimile,2026-05-05,https://www.electrive.com/2026/05/05/dkv-mobility-acquires-optimile/,2026-05-06
PowerTechnology,东欧,Axpo and R.Power sign 300MW BESS deal in Poland,2026-05-05,https://www.power-technology.com/news/axpo-r-power-sign-300mw-bess-deal-poland/,2026-05-06
PowerTechnology,全球/其他,KIFM to buy Merlimau Cogen Plant stake for $100m,2026-05-05,https://www.power-technology.com/news/kifm-to-buy-kmc-stake/,2026-05-06
PowerTechnology,全球/其他,ENGIE achieves key milestones in French offshore wind projects,2026-05-05,https://www.power-technology.com/news/engie-achieves-milestones-french-offshore/,2026-05-06
PowerTechnology,全球/其他,"Meta, EDPR NA sign PPA for 250MW Cypress Knee solar project",2026-05-05,https://www.power-technology.com/news/meta-edpr-na-ppa-250mw-cypress-knee-project/,2026-05-06
EnergyStorageNews,大洋洲,Australia: NSW battery storage systems capture 11.9% of state consumption,2026-05-05,https://www.energy-storage.news/australia-nsw-battery-storage-systems-capture-11-9-of-state-consumption/,2026-05-06
EnergyStorageNews,全球/其他,CAISO CEO ‘expects batteries to play an important role’ in the newly launched Extended Day-Ahead Market,2026-05-05,https://www.energy-storage.news/caiso-ceo-expects-batteries-to-play-an-important-role-in-the-newly-launched-extended-day-ahead-market/,2026-05-06
EnergyStorageNews,全球/其他,ESS Inc partners with Alsym Energy for 8.5GWh of US sodium-ion BESS cells,2026-05-05,https://www.energy-storage.news/ess-inc-partners-with-alsym-energy-for-8-5gwh-of-us-sodium-ion-bess-cells/,2026-05-06
EnergyStorageNews,东欧,R.Power and Axpo agree optimisation deal with floor for 1.2GWh Poland BESS,2026-05-05,https://www.energy-storage.news/r-power-and-axpo-agree-optimisation-deal-with-floor-for-1-2gwh-poland-bess/,2026-05-06
EnergyStorageNews,大洋洲,Two battery storage projects totalling 2.15GWh clear Australia’s EPBC Act assessment,2026-05-05,https://www.energy-storage.news/two-battery-storage-projects-totalling-2-15gwh-clear-australias-epbc-act-assessment/,2026-05-06
EnergyStorageNews,大洋洲,Western Australia awards 1.9GW of renewables and 3.7GWh of battery storage under CIS Tenders 5 and 6,2026-05-05,https://www.energy-storage.news/western-australia-awards-1-9gw-of-renewables-and-3-7gwh-of-battery-storage-under-cis-tenders-5-and-6/,2026-05-06
PVMagazine,全球/其他,EU solar and storage push could cut power system costs by nearly half,2026-05-05,https://www.pv-magazine.com/2026/05/05/eu-solar-and-storage-push-could-cut-power-system-costs-by-nearly-half/,2026-05-06
PVMagazine,东南亚,Indonesia tenders 1.2 GW of solar,2026-05-05,https://www.pv-magazine.com/2026/05/05/indonesia-tenders-1-2-gw-of-solar/,2026-05-06
PVMagazine,全球/其他,Dutch regulator plans grid fee for large solar producers,2026-05-05,https://www.pv-magazine.com/2026/05/05/dutch-regulator-plans-feed-in-tariff-for-large-solar-producers/,2026-05-06
PVMagazine,西欧,France publishes specifications for 925 MW ground-mounted solar tender,2026-05-05,https://www.pv-magazine.com/2026/05/05/france-publishes-specifications-for-925-mw-ground-mounted-solar-tender/,2026-05-06
PVMagazine,全球/其他,Solar sector raises $11.1 billion in Q1 2026 as debt financing hits decade high,2026-05-05,https://www.pv-magazine.com/2026/05/05/solar-sector-raises-11-1-billion-in-q1-2026-as-debt-financing-hits-decade-high/,2026-05-06
PVMagazine,全球/其他,Home batteries earn during negative electricity price spikes,2026-05-05,https://www.pv-magazine.com/2026/05/05/home-batteries-earn-during-negative-electricity-price-spikes/,2026-05-06
PVMagazine,全球/其他,Swiss balancing energy market now open to C&I solar,2026-05-05,https://www.pv-magazine.com/2026/05/05/swiss-balancing-energy-market-now-open-to-ci-solar/,2026-05-06
PVMagazine,北非及中东,Oman seeks consultant for green hydrogen project,2026-05-05,https://www.pv-magazine.com/2026/05/05/oman-seeks-consultant-for-green-hydrogen-project/,2026-05-06
PVMagazine,大洋洲,Rooftop solar surges to new high in Australia on back of battery boom,2026-05-05,https://www.pv-magazine.com/2026/05/05/rooftop-solar-surges-to-new-high-in-australian-on-back-of-battery-boom/,2026-05-06
PVMagazine,全球/其他,New technique measures water ingress in PV modules without disconnecting them,2026-05-05,https://www.pv-magazine.com/2026/05/05/new-technique-measures-water-ingress-in-pv-modules-without-disconnecting-them/,2026-05-06
PVMagazine,大洋洲,Western Australia backs grid buildout ahead of coal exit,2026-05-05,https://www.pv-magazine.com/2026/05/05/western-australia-backs-grid-buildout-ahead-of-coal-exit/,2026-05-06
PVMagazine,南亚,Pumped storage project advances at 1.35 GW hydropower plant in India,2026-05-05,https://www.pv-magazine.com/2026/05/05/pumped-storage-project-advances-at-1-35-gw-hydropower-plant-in-india/,2026-05-06
PVMagazine,全球/其他,Fluorine use in PV backsheets dropped sharply over past three decades,2026-05-05,https://www.pv-magazine.com/2026/05/05/fluorine-use-in-pv-backsheets-dropped-sharply-over-past-three-decades/,2026-05-06
PVTech,北非及中东,"Masdar, EWEC sign agreement on 30GW solar PV and 8GW storage deployment in UAE",2026-05-05,https://www.pv-tech.org/masdar-ewec-sign-agreement-on-30gw-solar-pv-and-8gw-storage-deployment-in-uae/,2026-05-06
PVTech,全球/其他,Corporate solar financing more than doubles to US$11.1 billion in Q1 2026,2026-05-05,https://www.pv-tech.org/corporate-solar-financing-more-than-doubles-us11-1-billion-q1-2026/,2026-05-06
PVTech,全球/其他,PV inverter manufacturers reshape strategies as policy shifts drive regional production,2026-05-05,https://www.pv-tech.org/pv-inverter-manufacturers-reshape-strategies-as-policy-shifts-drive-regional-production/,2026-05-06
PVTech,全球/其他,Energy industry concerned at Dutch grid tariff plans for large electricity producers,2026-05-05,https://www.pv-tech.org/energy-industry-concerned-at-dutch-grid-tariff-plans-for-large-electricity-producers/,2026-05-06
PVTech,全球/其他,The impact of evolving global policies on the PV inverter industry,2026-05-05,https://www.pv-tech.org/the-impact-of-evolving-global-policies-on-the-pv-inverter-industry/,2026-05-06
PVTech,全球/其他,Solex inks MoU for 5GW solar cell and 10GW BESS facility in Gujarat,2026-05-05,https://www.pv-tech.org/solex-inks-mou-for-5gw-solar-cell-and-10gw-bess-facility-in-gujarat/,2026-05-06
PVTech,全球/其他,Wacker polysilicon sales decline in Q1 2026,2026-05-05,https://www.pv-tech.org/wacker-polysilicon-sales-decline-in-q1-2026/,2026-05-06
PVTech,全球/其他,"Meta, EDP sign PPA for 250MW Arkansas solar PV project",2026-05-05,https://www.pv-tech.org/meta-edp-sign-ppa-250mw-arkansas-solar-pv-project/,2026-05-06
PVTech,大洋洲,Australian utility-scale solar and wind generation up 24% year-on-year in April,2026-05-05,https://www.pv-tech.org/australian-utility-scale-solar-and-wind-generation-up-24-year-on-year-in-april/,2026-05-06
PVTech,全球/其他,NEM Data Spotlight: Solar generation falls 4.6% in April as autumn conditions deepen,2026-05-05,https://www.pv-tech.org/nem-data-spotlight-solar-generation-falls-4-6-in-april-as-autumn-conditions-deepen/,2026-05-06
RenewEconomy,全球/其他,"NSW to fast-track approvals for key wind, solar and network projects in race to quit coal and power smelter",2026-05-05,https://reneweconomy.com.au/nsw-to-fast-track-approvals-for-key-wind-solar-and-network-projects-in-race-to-quit-coal-and-power-smelter/?utm_source=rss&utm_medium=rss&utm_campaign=nsw-to-fast-track-approvals-for-key-wind-solar-and-network-projects-in-race-to-quit-coal-and-power-smelter,2026-05-06
