来源,所属区域,文章标题,发布日期,详情链接,抓取日期
Electrive,全球/其他,"“We are working on subscription models across multiple CPOs” – Wilhelm Henriksson, Plugsurfing",2026-05-14,https://www.electrive.com/2026/05/14/we-are-working-on-subscription-models-across-multiple-cpos-wilhelm-henriksson-plugsurfing/,2026-05-15
Electrive,跨区域,Romania: Rompetrol rolls out fast-charging network for EVs and e-trucks,2026-05-14,https://www.electrive.com/2026/05/14/romania-rompetrol-rolls-out-fast-charging-network-for-evs-and-e-trucks/,2026-05-15
PowerTechnology,全球/其他,Cadeler installs inaugural commissioned monopile at Hornsea 3,2026-05-14,https://www.power-technology.com/news/cadeler-inaugural-commissioned-monopile-hornsea-3/,2026-05-15
PowerTechnology,拉丁美洲,IAEA leads Venezuela HEU removal,2026-05-14,https://www.power-technology.com/news/iaea-leads-venezuela-heu-removal/,2026-05-15
PowerTechnology,全球/其他,Matrix connects two new renewable projects to Spanish grid,2026-05-14,https://www.power-technology.com/news/matrix-connects-projects-spanish-grid/,2026-05-15
PowerTechnology,全球/其他,"ENERCON to manufacture E-175 EP5 E2 blades in Bergama, Türkiye",2026-05-14,https://www.power-technology.com/news/enercon-to-manufacture-blades-bergama-turkiye/,2026-05-15
PowerTechnology,全球/其他,"OCI Energy, Arava Power sign 670MWdc La Salle Solar deal",2026-05-14,https://www.power-technology.com/news/oci-arava-sign-la-salle-solar/,2026-05-15
EnergyStorageNews,东亚,China’s Gotion and Richardson Electronics partner for US-made BESS,2026-05-14,https://www.energy-storage.news/chinas-gotion-and-richardson-electronics-partner-for-us-made-bess/,2026-05-15
EnergyStorageNews,全球/其他,Hydrostor to enter A-CAES project into Ontario LDES procurement,2026-05-14,https://www.energy-storage.news/hydrostor-to-enter-a-caes-project-into-ontario-ldes-procurement/,2026-05-15
EnergyStorageNews,全球/其他,Nearly 13GWh of grid-scale BESS deployed globally in April,2026-05-14,https://www.energy-storage.news/nearly-13gwh-of-grid-scale-bess-deployed-globally-in-april/,2026-05-15
EnergyStorageNews,南亚,"INDIA Roundup: ACME Solar, IndiGrid commission Rajasthan & Gujarat BESS projects, GE Vernova wins pumped hydro contract",2026-05-14,https://www.energy-storage.news/india-roundup-acme-solar-indigrid-commission-rajasthan-gujarat-bess-projects-ge-vernova-wins-pumped-hydro-contract/,2026-05-15
EnergyStorageNews,大洋洲,"Akaysha Energy bags EPBC Act approval for 1,600MWh battery storage system in Victoria, Australia",2026-05-14,https://www.energy-storage.news/akaysha-energy-bags-epbc-act-approval-for-1600mwh-battery-storage-system-in-victoria-australia/,2026-05-15
EnergyStorageNews,大洋洲,Battery Breakthrough Initiative hit as Australia cuts AU$1.3 billion in clean energy funding,2026-05-14,https://www.energy-storage.news/battery-breakthrough-initiative-hit-as-australia-cuts-au1-3-billion-in-clean-energy-funding/,2026-05-15
PVMagazine,南亚,India installs 15.3 GW of solar capacity in Q1,2026-05-14,https://www.pv-magazine.com/2026/05/14/india-installs-15-3-gw-of-solar-capacity-in-q1/,2026-05-15
PVMagazine,西欧,France’s collective solar self-consumption model hits regulatory wall,2026-05-14,https://www.pv-magazine.com/2026/05/14/frances-collective-solar-self-consumption-model-hits-regulatory-wall/,2026-05-15
PVMagazine,全球/其他,Solar industry faces rising risks from fires and battery faults,2026-05-14,https://www.pv-magazine.com/2026/05/14/solar-industry-faces-rising-risks-from-fires-and-battery-faults/,2026-05-15
PVMagazine,北欧,Sweden lacks national strategy for utility-scale solar,2026-05-14,https://www.pv-magazine.com/2026/05/14/sweden-lacks-national-strategy-for-utility-scale-solar/,2026-05-15
PVMagazine,全球/其他,"German storage industry back on growth path, says BVES",2026-05-14,https://www.pv-magazine.com/2026/05/14/german-storage-industry-back-on-growth-path-says-bves/,2026-05-15
PVMagazine,西欧,From night to noon: France’s reactors are now bending for European solar,2026-05-14,https://www.pv-magazine.com/2026/05/14/from-night-to-noon-frances-reactors-are-now-bending-for-european-solar/,2026-05-15
PVMagazine,大洋洲,Solomon Islands plans first large-scale solar project,2026-05-14,https://www.pv-magazine.com/2026/05/14/solomon-islands-plans-first-large-scale-solar-project/,2026-05-15
PVMagazine,全球/其他,Grid-forming tech on centre stage as search for system resilience steps up,2026-05-14,https://www.pv-magazine.com/2026/05/14/grid-forming-tech-on-centre-stage-as-search-for-system-resilience-steps-up/,2026-05-15
PVMagazine,全球/其他,Bruges appoints independent solar broker offering free advice,2026-05-14,https://www.pv-magazine.com/2026/05/14/bruges-appoints-independent-solar-broker-offering-free-advice/,2026-05-15
PVMagazine,全球/其他,"Genex cuts Bulli Creek solar to 300 MW, adds 1.7 GWh storage",2026-05-14,https://www.pv-magazine.com/2026/05/14/genex-cuts-bulli-creek-solar-to-300-mw-adds-1-7-gwh-storage/,2026-05-15
PVMagazine,全球/其他,AI model uses cloud type and cover to predict solar power swings,2026-05-14,https://www.pv-magazine.com/2026/05/14/ai-model-uses-cloud-type-and-cover-to-predict-solar-power-swings/,2026-05-15
PVMagazine,南欧,Offshore floating PV could technically meet Italy’s electricity demand,2026-05-14,https://www.pv-magazine.com/2026/05/14/offshore-floating-pv-could-technically-meet-italys-electricity-demand/,2026-05-15
PVMagazine,东非,US solar makers accuse Toyo and Origin Solar of duty evasion in Ethiopia,2026-05-14,https://www.pv-magazine.com/2026/05/14/us-solar-makers-accuse-toyo-and-origin-solar-of-ethiopia-duty-evasion/,2026-05-15
PVMagazine,全球/其他,"Solar approaches 3 TW, but the industry faces new challenges",2026-05-14,https://www.pv-magazine.com/2026/05/14/solar-approaches-3-tw-but-the-industry-faces-new-challenges/,2026-05-15
PVMagazine,南亚,India’s storage market shifts from tenders to execution,2026-05-14,https://www.pv-magazine.com/2026/05/14/indias-storage-market-shifts-from-tenders-to-execution/,2026-05-15
PVMagazine,全球/其他,Plug-and-play control framework for adjusting panel tilt in agrivoltaics,2026-05-14,https://www.pv-magazine.com/2026/05/14/plug-and-play-control-framework-for-adjusting-panel-tilt-in-agrivoltaics/,2026-05-15
PVMagazine,全球/其他,Low-cost solar PV can turn CO2 into profitable materials enabling negative emissions,2026-05-14,https://www.pv-magazine.com/2026/05/14/low-cost-solar-pv-can-turn-co2-into-profitable-materials-enabling-negative-emissions/,2026-05-15
PVMagazine,东亚,Hanwha Japan unit closes JPY 9 billion solar fund loan,2026-05-14,https://www.pv-magazine.com/2026/05/14/hanwha-japan-unit-closes-jpy-9-billion-solar-fund-loan/,2026-05-15
PVMagazine,大洋洲,Very low cost rooftop solar and batteries slashes domestic energy cost – Part 1: Australia,2026-05-14,https://www.pv-magazine.com/2026/05/14/very-low-cost-rooftop-solar-and-batteries-slashes-domestic-energy-cost-part-1-australia/,2026-05-15
PVMagazine,东亚,Datang plans 14.6 GW renewables cluster in China,2026-05-14,https://www.pv-magazine.com/2026/05/14/datang-plans-14-6-gw-renewables-cluster-in-china/,2026-05-15
PVMagazine,俄罗斯及高加索,Armenia allows construction of energy storage systems,2026-05-14,https://www.pv-magazine.com/2026/05/14/armenia-allows-construction-of-energy-storage-systems/,2026-05-15
PVMagazine,跨区域,"Germany, UK, Bulgaria: Europe’s top 3 co-location markets",2026-05-14,https://www.pv-magazine.com/2026/05/14/germany-uk-bulgaria-europes-top-3-co-location-markets/,2026-05-15
PVTech,全球/其他,MN8 Energy bags US$300 million to extend credit facility,2026-05-14,https://www.pv-tech.org/mn8-energy-bags-us300-million-to-extend-credit-facility/,2026-05-15
PVTech,全球/其他,Canadian Solar module shipments fall to 2.5GW in Q1 2026 as Colin Parkin transitions to CEO,2026-05-14,https://www.pv-tech.org/canadian-solar-module-shipments-fall-2-5gw-q1-2026-colin-parkin-transitions-ceo/,2026-05-15
PVTech,全球/其他,Breaking it down: Kiwa PVEL expands test to failure methods for assessing module breakage risk,2026-05-14,https://www.pv-tech.org/breaking-it-down-kiwa-pvel-expands-test-to-failure-methods-for-assessing-module-breakage-risk/,2026-05-15
PVTech,全球/其他,"Arava Power acquires half of OCI Energy’s La Salle solar project, currently under construction in Texas",2026-05-14,https://www.pv-tech.org/arava-power-acquires-half-oci-energys-la-salle-solar-project-under-construction-texas/,2026-05-15
PVTech,全球/其他,DNV launches technical standards for floating solar,2026-05-14,https://www.pv-tech.org/dnv-launches-technical-standards-for-floating-solar/,2026-05-15
PVTech,大洋洲,New Zealand launches sector review to streamline residential solar approvals,2026-05-14,https://www.pv-tech.org/new-zealand-launches-sector-review-to-streamline-residential-solar-approvals/,2026-05-15
RenewEconomy,全球/其他,"Revamped Gippsland wind project wins state approval, but still to win over some near neighbours",2026-05-14,https://reneweconomy.com.au/revamped-gippsland-wind-project-wins-state-approval-but-still-to-win-over-some-near-neighbours/?utm_source=rss&utm_medium=rss&utm_campaign=revamped-gippsland-wind-project-wins-state-approval-but-still-to-win-over-some-near-neighbours,2026-05-15
RenewEconomy,大洋洲,Community shocked as Australia’s most advanced renewable state moves to end fracking ban,2026-05-14,https://reneweconomy.com.au/community-shocked-as-australias-most-advanced-renewable-state-moves-to-end-fracking-ban/?utm_source=rss&utm_medium=rss&utm_campaign=community-shocked-as-australias-most-advanced-renewable-state-moves-to-end-fracking-ban,2026-05-15
RenewEconomy,全球/其他,"Big batteries took a bite out of gas generators’ evening peak party, then they ate the whole dinner",2026-05-14,https://reneweconomy.com.au/big-batteries-took-a-bite-out-of-gas-generators-evening-peak-party-then-they-ate-the-whole-dinner/?utm_source=rss&utm_medium=rss&utm_campaign=big-batteries-took-a-bite-out-of-gas-generators-evening-peak-party-then-they-ate-the-whole-dinner,2026-05-15
RenewEconomy,全球/其他,"NSW fast tracks $60m to win over local communities, years before first poles erected in new renewable zone",2026-05-14,https://reneweconomy.com.au/nsw-to-invest-60-million-to-local-communities-years-before-first-poles-erected-in-new-renewable-zone/?utm_source=rss&utm_medium=rss&utm_campaign=nsw-to-invest-60-million-to-local-communities-years-before-first-poles-erected-in-new-renewable-zone,2026-05-15
RenewEconomy,大洋洲,"Australia’s growing throng of solar panels, home batteries and electric cars to be managed by new regulator",2026-05-14,https://reneweconomy.com.au/australias-growing-throng-of-solar-panels-home-batteries-and-electric-cars-to-be-managed-by-new-regulator/?utm_source=rss&utm_medium=rss&utm_campaign=australias-growing-throng-of-solar-panels-home-batteries-and-electric-cars-to-be-managed-by-new-regulator,2026-05-15
RenewEconomy,全球/其他,A “keep out” sign for investment: Alarm bell sounds over new retrospective tax on renewables,2026-05-14,https://reneweconomy.com.au/a-keep-out-sign-for-investment-alarm-bell-sounds-over-new-retrospective-tax-on-renewables/?utm_source=rss&utm_medium=rss&utm_campaign=a-keep-out-sign-for-investment-alarm-bell-sounds-over-new-retrospective-tax-on-renewables,2026-05-15
RenewEconomy,全球/其他,Diesel backup gensets are big winners from the data centre boom. Our cities would be better off with batteries,2026-05-14,https://reneweconomy.com.au/diesel-backup-gensets-are-big-winners-from-the-data-centre-boom-our-cities-would-be-better-off-with-batteries/?utm_source=rss&utm_medium=rss&utm_campaign=diesel-backup-gensets-are-big-winners-from-the-data-centre-boom-our-cities-would-be-better-off-with-batteries,2026-05-15
RenewEconomy,全球/其他,"Bizarre planning rules that force new home owners to pay for gas connections, whether they want it or not",2026-05-14,https://reneweconomy.com.au/bizarre-planning-rules-that-force-new-home-owners-to-pay-for-gas-connections-whether-they-want-it-or-not/?utm_source=rss&utm_medium=rss&utm_campaign=bizarre-planning-rules-that-force-new-home-owners-to-pay-for-gas-connections-whether-they-want-it-or-not,2026-05-15
RenewEconomy,全球/其他,"Energy Insiders Podcast: Budget’s fossil fail, and how to fix the CIS",2026-05-14,https://reneweconomy.com.au/energy-insiders-podcast-budgets-fossil-fail-and-how-to-fix-the-cis/?utm_source=rss&utm_medium=rss&utm_campaign=energy-insiders-podcast-budgets-fossil-fail-and-how-to-fix-the-cis,2026-05-15
BalkanGreenEnergyNews,跨区域,"Japan-based PowerX eyes battery investments with EPCG, factory in Montenegro",2026-05-14,https://balkangreenenergynews.com/japan-based-powerx-eyes-battery-investments-with-epcg-factory-in-montenegro/,2026-05-15
MercomIndia,全球/其他,Andhra Pradesh Invites Bids for 93 MW Rooftop Solar Projects,2026-05-14,https://www.mercomindia.com/andhra-pradesh-invites-bid-for-93-mw-rooftop-solar-projects,2026-05-15
MercomIndia,全球/其他,Stafford Capital Partners Secures $105 Million Refinancing for Solar Portfolio,2026-05-14,https://www.mercomindia.com/stafford-capital-partners-secures-105-million-refinancing,2026-05-15
MercomIndia,全球/其他,J&V Energy to Acquire 187 MW Operational Solar Portfolio from GIP,2026-05-14,https://www.mercomindia.com/jv-energy-to-acquire-187-mw-operational-solar-portfolio,2026-05-15
MercomIndia,全球/其他,MN8 Energy Expands Corporate Credit Facility to $650 Million,2026-05-14,https://www.mercomindia.com/mn8-energy-expands-corporate-credit-facility-to-650-million,2026-05-15
MercomIndia,全球/其他,Tamil Nadu Regulator Approves Tariff for 500 MW Pumped Storage Project,2026-05-14,https://www.mercomindia.com/tamil-nadu-regulator-approves-tariff-for-500-mw-pumped-storage-project,2026-05-15
MercomIndia,全球/其他,BHEL Floats Tender for 1.5 MW Rooftop Solar Project in Bhopal,2026-05-14,https://www.mercomindia.com/bhel-floats-tender-for-1-5-mw-rooftop-solar-project-in-bhopal,2026-05-15
MercomIndia,全球/其他,Indraprastha Gas Tenders 160 MW Solar Project With 28 MWh Battery Storage,2026-05-14,https://www.mercomindia.com/indraprastha-gas-tenders-160-mw-solar-project-with-28-mwh-battery-storage,2026-05-15
MercomIndia,全球/其他,Terra Clean Issues Land Aggregation Tender for 100 MW Solar Project,2026-05-14,https://www.mercomindia.com/terra-clean-issues-land-aggregation-tender-for-100-mw-solar-project,2026-05-15
MercomIndia,全球/其他,RUMSL Invites Bids for Land for Solar Projects in Madhya Pradesh,2026-05-14,https://www.mercomindia.com/rumsl-invites-bids-for-land-for-solar-projects-in-madhya-pradesh,2026-05-15
MercomIndia,全球/其他,Rajasthan Brings Renewable Energy Projects Under Land Conversion Framework,2026-05-14,https://www.mercomindia.com/rajasthan-brings-renewable-energy-projects-under-land-conversion-framework,2026-05-15
EVInfrastructureNews_Archive,全球/其他,Motor Fuel Group Partners Octopus Electroverse Ampeco For Ev Charging Technology Upgrades,2026-05-14,https://www.evinfrastructurenews.com/charging-software/motor-fuel-group-partners-octopus-electroverse-ampeco-for-ev-charging-technology-upgrades,2026-05-15
