来源,所属区域,文章标题,发布日期,详情链接,抓取日期
RenewEconomy,大洋洲,"Australia needs to rapidly electrify as much as possible, as fast as possible",2026-04-09,https://reneweconomy.com.au/australia-needs-to-rapidly-electrify-as-much-as-possible-as-fast-as-possible/?utm_source=rss&utm_medium=rss&utm_campaign=australia-needs-to-rapidly-electrify-as-much-as-possible-as-fast-as-possible,2026-04-09
Electrive,北美,BMW Canada integrates Tesla Superchargers and Shell Recharge in dashboards,2026-04-09,https://www.electrive.com/2026/04/09/bmw-canada-integrates-tesla-superchargers-and-shell-recharge-to-charging-network/,2026-04-10
Electrive,全球/其他,BYD brand Denza celebrates European debut,2026-04-09,https://www.electrive.com/2026/04/09/byd-brand-denza-celebrates-european-debut/,2026-04-10
Electrive,全球/其他,TST launches ‘dragonize’ depot charging network to scale electric truck operations,2026-04-09,https://www.electrive.com/2026/04/09/tst-launches-dragonize-depot-charging-network-to-scale-electric-truck-operations/,2026-04-10
Electrive,全球/其他,EDF allocates €240m for electric HGVs and charging,2026-04-09,https://www.electrive.com/2026/04/09/edf-allocates-e240m-for-electric-hgvs-and-charging/,2026-04-10
Electrive,全球/其他,Milence: electric truck economics improve as Europe rollout remains uneven,2026-04-09,https://www.electrive.com/2026/04/09/milence-electric-truck-economics-improve-as-europe-rollout-remains-uneven/,2026-04-10
PowerTechnology,东欧,Qualitas Energy expands in Poland with 376MWp solar portfolio,2026-04-09,https://www.power-technology.com/news/qualitas-energy-poland-376mwp-solar/,2026-04-10
PowerTechnology,非洲南部,Voltalia commissions 148MW Bolobedu solar farm in South Africa,2026-04-09,https://www.power-technology.com/news/voltalia-commissions-bolobedu-solar-farm/,2026-04-10
PowerTechnology,东亚,China Huaneng starts full operations at 504MW offshore wind farm,2026-04-09,https://www.power-technology.com/news/china-huaneng-starts-offshore-wind-farm/,2026-04-10
PowerTechnology,西欧,UK approves EDF’s 800MW Springwell Solar Farm,2026-04-09,https://www.power-technology.com/news/uk-approves-800mw-springwell-solar-farm/,2026-04-10
EnergyStorageNews,全球/其他,VIDEO – Energy Storage Summit 2026: What is the outlook for BESS Capex this year?,2026-04-09,https://www.energy-storage.news/video-energy-storage-summit-2026-what-is-the-outlook-for-bess-capex-this-year/,2026-04-10
EnergyStorageNews,全球/其他,"GridStor, Axpo execute energy storage revenue swap agreement for 440MWh Texas BESS",2026-04-09,https://www.energy-storage.news/gridstor-axpo-execute-energy-storage-revenue-swap-agreement-for-440mwh-texas-bess/,2026-04-10
EnergyStorageNews,跨区域,"Engie buys 1.1GWh of synchronous condenser-paired BESS in Spain, starts building 220MWh France project",2026-04-09,https://www.energy-storage.news/engie-buys-1-1gwh-of-synchronous-condenser-paired-bess-in-spain-starts-building-220mwh-france-project/,2026-04-10
